Name	Set	Imagefile	Number	Type	Affiliation	Offense	Cost	Ilustrador	Skills	Bloque	Edicion	Rework
Melisende	lootbox_2025	1	1	Aliado	Caballero	1	1	IKKITOUCH	No puede ser bloqueado por Aliados de fuerza 3 o más. Cuando entra en juego, puedes buscar un Aliado de raza Caballero en tu Mazo Castillo y ponerlo en la parte superior de tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Guardia Real	lootbox_2025	2	2	Aliado	Caballero	3	2	JUAN VÁSQUEZ	Puede atacar cuando entra en juego. Si en tu turno no ataca, debe ser destruido en la Fase Final.	Primer Bloque	Espada Sagrada	
Dragon Nival	lootbox_2025	3	3	Aliado	Dragon	3	4	WALDO RETAMALES	Cuando entra en juego, destruye todos los Aliados en juego de fuerza 2 o menos.	Primer Bloque	Espada Sagrada	
Wyvern de Sangre	lootbox_2025	4	4	Aliado	Dragon	3	2	JOSÉ MUÑOZ	Puede atacar cuando entra en juego. Si esta carta esta en tu Cementerio, puedes pagar 2 Oros para ponerlo en tu Mano.	Primer Bloque	Espada Sagrada	
Hobgoblin	lootbox_2025	5	5	Aliado	Faerie	3	2	MAURICIO HERRERA	Mientras esté Aliado esté en juego, tus demas Aliados Goblin ganan 1 a la fuerza.	Primer Bloque	Espada Sagrada	1
Tom Thumb	lootbox_2025	6	6	Aliado	Faerie	2	1	RIVE MANGA	Cuando entra en juego, puedes mostrar las 3 primeras cartas de tu Mazo Castillo, si alguna es un Oro o un Aliado de raza Faerie, puedes ponerla en tu Mano. Luego, baraja el resto en tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Rey Minos	lootbox_2025	7	7	Aliado	Heroe	2	2	HERALDO ORTEGA	Imbloqueable. Cuando hace Daño al Mazo Castillo oponente, puedes buscar un Aliado de raza Heroe de coste 2 o menos en tu Mazo Castillo y ponerlo en tu Mano.	Primer Bloque	Helenica	
Teseo de Atenas	lootbox_2025	8	8	Aliado	Heroe	4	4	IKKITOUCH	Puede atacar cuando entra en juego. Cuando hace Daño al Mazo Castillo oponente, y controlas 2 o más Aliados de raza Heroe, puedes destruir un Aliado en juego.	Primer Bloque	Helenica	
Eter	lootbox_2025	9	9	Aliado	Olimpico	2	3	NITROX	Cuando entra en juego, puedes poner un Aliado oponente en la parte superior del Mazo Castillo de su dueno.	Primer Bloque	Helenica	
Zagreus	lootbox_2025	10	10	Aliado	Olimpico	2	3	IKKITOUCH	Puedes barajar esté Aliado en tu Mazo Castillo para anular un Aliado oponente. En tu Fase de Vigilia, si esté Aliado esta en tu Cementerio, puedes pagar 4 Oros para jugarlo sin pagar su coste.	Primer Bloque	Helenica	
Liontari	lootbox_2025	11	11	Aliado	Titan	5	3	NITROX	Puede atacar cuando entra en juego. Cuando entra en juego, puedes destruir un Aliado oponente. No puede ser declarado bloqueador.	Primer Bloque	Helenica	
Atlante	lootbox_2025	12	12	Aliado	Titan	3	2	WALDO RETAMALES	Cuando entra en juego, tu oponente debe botar una carta.	Primer Bloque	Helenica	
Amergin el Druida	lootbox_2025	13	13	Aliado	Defensor	3	4	MAURICIO HERRERA	Cuando entra en juego, puedes buscar un Aliado Druida que no sea Amergin el Druida en tu Cementerio y jugarlo sin pagar su coste. En tu Fase de Vigilia, una vez por turno, puedes elegir otro Druida que controles para que tu oponente bote tantas cartas como fuerza tenga ese Aliado.	Primer Bloque	Hijos de Daana	1
Conla	lootbox_2025	14	14	Aliado	Defensor	2	3	IKKITOUCH	Única. Cuando entra en juego, baraja una carta oponente en juego de coste 3 o menos.	Primer Bloque	Hijos de Daana	
Beleth	lootbox_2025	15	15	Aliado	Desafiante	3	2	CARLOS SEMPER	Cuando entra en juego, puedes descartar una carta de tu Mano para buscar en tu Mazo Castillo un Aliado de raza Desafiante de coste 3 o menos y ponerlo en tu Mano.	Primer Bloque	Hijos de Daana	
Rhiannon	lootbox_2025	16	16	Aliado	Desafiante	2	2	WALDO RETAMALES	Cuando entra en juego, puedes mostrar las 3 primeras cartas de tu Mazo Castillo, elige una carta que no sea Aliado o todos los Aliados de raza Desafiante y ponlas en tu Mano. Luego, envia las cartas no escogidas al Cementerio.	Primer Bloque	Hijos de Daana	
Corff	lootbox_2025	17	17	Aliado	Sombra	1	1	JOSÉ MUÑOZ	Imbloqueable. Cuando esté Aliado es declarado atacante, elige hasta 2 Aliados que lo acompanen para que ganen 1 a la fuerza hasta la Fase Final.	Primer Bloque	Hijos de Daana	
Sonriente	lootbox_2025	18	18	Aliado	Sombra	2	3	MAURICIO HERRERA	Cuando entra en juego, puedes robar 4 cartas. Mientras esté Aliado esté en juego, en cada Fase de Agrupacion debes descartar una carta de tu Mano o botar 3 cartas.	Primer Bloque	Hijos de Daana	
Guerreros Egipcios	lootbox_2025	19	19	Aliado	Faraon	1	1	CHAMÁN	Cuando es declarado atacante o bloqueador, una vez por turno, puedes botar una carta para que esté Aliado gane 2 a la fuerza hasta la Fase Final.	Primer Bloque	Dominios de Ra	
Merenptah	lootbox_2025	20	20	Aliado	Faraon	2	2	JUAN VÁSQUEZ	Cuando entra en juego, puedes elegir otro Aliado que controles para que sea Imbloqueable hasta la Fase Final. Si ese Aliado hace Daño al Mazo Castillo oponente esté turno, puedes robar una carta en tu Fase Final.	Primer Bloque	Dominios de Ra	
Ra	lootbox_2025	21	21	Aliado	Eterno	5	5	MAURICIO HERRERA	Única. No puede ser anulado. Una vez por turno, puedes destruir un Aliado que controles o pagar 3 Oros para que tu oponente bote 5 cartas. Puedes descartar una carta de tu Mano para prevenir que esté Aliado sea destruido o desterrado.	Primer Bloque	Dominios de Ra	1
Ash	lootbox_2025	22	22	Aliado	Eterno	3	1	CHRISTIAN AGUIRRE	No puede ser declarado atacante. Cuando sea destruido, puedes robar una carta.	Primer Bloque	Dominios de Ra	
Erastostenes	lootbox_2025	23	23	Aliado	Sacerdote	1	1	JUAN VÁSQUEZ	Imbloqueable. Puede atacar cuando entra en juego. Cuando hace Daño al Mazo Castillo oponente, puedes barajar un Oro de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Dominios de Ra	
Ayu	lootbox_2025	24	24	Aliado	Sacerdote	2	2	GENZO	Una vez por turno, tu oponente bota 1 carta por cada Totem en juego.	Primer Bloque	Dominios de Ra	1
Arco Montadragon	lootbox_2025	25	25	Arma			2	WALDO RETAMALES	El portador gana 2 a la fuerza. Cuando entra en juego, puedes buscar un Aliado de raza Dragon de coste 4 o más en tu Mazo Castillo o Cementerio y ponerlo en tu Mano.	Primer Bloque	Espada Sagrada	
Ma'Arrat An-Numan	lootbox_2025	26	26	Talisman			6	JUAN VÁSQUEZ	Destierra todos los Aliados en juego.	Primer Bloque	Espada Sagrada	
Siete Contra Tebas	lootbox_2025	27	27	Talisman			2	IKKITOUCH	Cancela la habilidad de una carta oponente en juego que no sea Oro. Luego, puedes robar una carta.	Primer Bloque	Helenica	
Figuras Negras	lootbox_2025	28	28	Oro				RAULDRAW	Si esté Oro esta en tu Reserva de Oros, puedes desterrarlo para que un Oro en juego y todas sus copias pierdan su habilidad hasta la Fase Final.	Primer Bloque	Helenica	
Hijos de Plata	lootbox_2025	29	29	Talisman			2	DRACO HERRERA	Busca un Talismán de coste 2 o menos en tu Mazo Castillo y ponlo en tu Mano.	Primer Bloque	Hijos de Daana	1
Roble Sagrado	lootbox_2025	30	30	Totem			4	PABLO SANTANDER	El coste de tus Talismanes se reduce en 1 Oro.	Primer Bloque	Hijos de Daana	
Adios Belleza	lootbox_2025	31	31	Talisman			1	GABRIEL RODRÍGUEZ	Una carta en juego y todas sus copias pierden su habilidad hasta la Fase Final.	Primer Bloque	Dominios de Ra	
Traicion de Seth	lootbox_2025	32	32	Talisman			2	JUAN VÁSQUEZ	Puedes jugar esté Talismán desde tu Cementerio, si lo haces destierralo. Elige entre desterrar una carta del Cementerio oponente, barajar una carta de tu Cementerio en tu Mazo Castillo, o que tu oponente bote una carta. Luego, roba una carta de tu Mazo Castillo.	Primer Bloque	Dominios de Ra	
Festividades 2025	lootbox_2025	33	33	Oro				ARGUS		Primer Bloque	Libre	
Melchor	lootbox_2025	34	34	Aliado	Caballero	2	1	SARA CONTRERAS	Cuando entra en juego, puedes buscar un Arma en tu Mazo Castillo y ponerla en tu Cementerio. Si lo haces, puedes robar 1 carta.	Primer Bloque	Espada Sagrada	
Gaspar	lootbox_2025	35	35	Aliado	Dragon	2	2	SARA CONTRERAS	En tu Fase de Vigilia, una vez por turno, puedes elegir entre barajar una carta de tu Cementerio en tu Mazo Castillo o 2 Aliados de raza Dragon de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Baltazar	lootbox_2025	36	36	Aliado	Faerie	3	4	SARA CONTRERAS	Solo puedes tener un Baltasar en juego. Imbloqueable. Una vez por turno, puedes desterrar un Aliado de raza Faerie que controles para cancelar la habilidad de una carta oponente en juego que no sea Oro.	Primer Bloque	Espada Sagrada	
Estrella de Belen	lootbox_2025	37	37	Oro				SARA CONTRERAS	Cuando entra en juego, puedes mostrar las 3 primeras cartas de tu Mazo Castillo. Si entre esas cartas hay un Oro, puedes ponerlo en tu Mano. Luego, baraja las demas cartas en tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Epicuro de Samos	lootbox_2025	38	38	Aliado	Heroe	3	3	KABIAZ	Solo puedes tener un Epicuro de Samos en juego. En tu Fase de Vigilia, una vez por turno, puedes subir un Aliado que controles a la Mano de su dueno para que tu oponente bote 3 cartas.	Primer Bloque	Helenica	
Comus	lootbox_2025	39	39	Aliado	Olimpico	2	3	KABIAZ	Cuando entra en juego, puedes poner un Aliado o Totem de coste 3 o menos de tu Cementerio en la parte superior de tu Mazo Castillo.	Primer Bloque	Helenica	
Dione	lootbox_2025	40	40	Aliado	Titan	2	2	KABIAZ	Cuando entra en juego, puedes desterrar una carta de tu Cementerio para robar 1 carta.	Primer Bloque	Helenica	
Vino de la Eternidad	lootbox_2025	41	41	Oro				KABIAZ	En tu Fase de Vigilia, una vez por turno, puedes desterrar esté Oro de tu Reserva y pagar 2 Oros para poner un Talismán de coste 3 o menos de tu Cementerio en tu Mano.	Primer Bloque	Helenica	
San Patricio	lootbox_2025	42	42	Aliado	Defensor	3	3	ALEJANDRO CATALÁN	Puede atacar cuando entra en juego. Cuando esté Aliado sea movido de tu Línea de Defensa a tu Línea de Ataque por un efecto o una habilidad de una carta que controles, puedes destruir un Aliado oponente de fuerza 3 o menos.	Primer Bloque	Hijos de Daana	
Gancanagh	lootbox_2025	43	43	Aliado	Desafiante	2	2	IKKITOUCH	Imbloqueable. Cuando entra en juego o sea descartado de tu Mano, puedes buscar una copia de esta carta en tu Mazo Castillo y ponerla en tu Mano.	Primer Bloque	Hijos de Daana	
Oillipheist	lootbox_2025	44	44	Aliado	Sombra	1	1	ALEJANDRO CATALÁN	Imbloqueable. Cuando entra en juego, mira las primeras 3 cartas del Mazo Castillo oponente. Elige una de esas cartas y destierrala. Luego, tu oponente baraja su Mazo Castillo.	Primer Bloque	Hijos de Daana	
Cerveza Verde	lootbox_2025	45	45	Oro				IKKITOUCH	En tu Fase de Vigilia, una vez por turno, puedes pagar esté y otro Oro que controles para que tu oponente destierra la primera carta de su Mazo Castillo.	Primer Bloque	Hijos de Daana	
Renpet	lootbox_2025	46	46	Aliado	Eterno	2	2	JP AGUIRRE	Cuando entre o salga del juego, puedes mirar las 2 primeras cartas de tu Mazo Castillo, pon una en tu Mano y la otra en la parte inferior de tu Mazo Castillo.	Primer Bloque	Dominios de Ra	
Ramses IX	lootbox_2025	47	47	Aliado	Faraon	3	2	JP AGUIRRE	Cuando es declarado atacante, cada jugador bota 1 carta. Si entre esas cartas hay un Oro o un Aliado, tu oponente bota 2 cartas adicionales.	Primer Bloque	Dominios de Ra	
Amenhotep	lootbox_2025	48	48	Aliado	Sacerdote	3	3	JP AGUIRRE	En tu Fase de Vigilia, una vez por turno, puedes generar 1 Oro para jugar Totem o para Aliados de raza Sacerdote.	Primer Bloque	Dominios de Ra	
Wen Renpet	lootbox_2025	49	49	Oro				JP AGUIRRE	Cuando entra en juego, si controlas uno o más Totem, puedes robar una carta.	Primer Bloque	Dominios de Ra	
Moroi	lootbox_2025	50	50	Aliado	Sombra	4	4	MATÍAS HABERT	Solo puedes tener un Moroi en juego. Cuando entra en juego, puedes buscar una carta Dracula en tu Cementerio y jugarla sin pagar su coste.	Primer Bloque	Libre	
Danza de Sangre	lootbox_2025	51	51	Talisman			2	MATÍAS HABERT	No puede ser anulado. Destruye un Aliado de fuerza 3 o menos o una carta de coste 3 o más.	Primer Bloque	Libre	
Luna de Sangre	lootbox_2025	52	52	Oro				MATÍAS HABERT	Puedes pagar esté Oro y otro Oro que controles para robar una carta. Solo puedes activar una Luna de Sangre por turno.	Primer Bloque	Libre	
Anillos de Badbury	lootbox_2025	53	53	Totem			3	FRANXO	Cuando entra en juego, puedes barajar una carta en juego que no sea Oro en el Mazo Castillo de su dueno. Puedes destruir esté Totem para desterrar dos cartas del Cementerio oponente.	Primer Bloque	Hijos de Daana	
Yvain del Leon	lootbox_2025	54	54	Aliado	Caballero	2	2	HANS LOBOS	Cuando entra en juego, puedes buscar un Arma en tu Cementerio y ponerla en tu Mano. Jugar Armas en tus Aliados de raza Caballero cuesta un Oro menos.	Primer Bloque	Espada Sagrada	
Sir Gaheris	lootbox_2025	55	55	Aliado	Caballero	2	3	SNOOP	Cuando entra en juego, puedes buscar un Arma de coste 2 o menos en tu Mazo Castillo y jugarla sin pagar su coste.	Primer Bloque	Espada Sagrada	
Cultistas del Dragon	lootbox_2025	56	56	Aliado	Dragon	1	2	SNOOP	Puedes destruir esté Aliado para ver la Mano de tu oponente. Luego, baraja un Aliado de su Mano en el Mazo Castillo de su dueno.	Primer Bloque	Espada Sagrada	
Cathach	lootbox_2025	57	57	Aliado	Dragon	2	3	MARCOS VILLAROEL	Cuando entra en juego, puedes barajar 2 cartas de tu Cementerio en tu Mazo Castillo. Mientras esté Aliado esté en juego, si solo controlas Aliados de raza Dragon, los Aliados oponentes pierden 1 a la fuerza.	Primer Bloque	Espada Sagrada	
Goblin Maligno	lootbox_2025	58	58	Aliado	Faerie	1	1	HERALDO ORTEGA	Puede atacar cuando entra en juego. Cuando es declarado atacante, gana 1 a la fuerza hasta la Fase Final por cada otra carta Goblin en juego.	Primer Bloque	Espada Sagrada	
Reina Merrow	lootbox_2025	59	59	Aliado	Faerie	1	1	SNOOP	Imbloqueable. En tu Fase Final, si hizo Daño al Mazo Castillo oponente y controlas 3 o más Aliados de raza Faerie, puedes robar una carta.	Primer Bloque	Espada Sagrada	
Idmon el Adivino	lootbox_2025	60	60	Aliado	Heroe	1	3	HANS LOBOS	En tu Fase de Vigilia, una vez por turno, puedes mirar la primera carta de tu Mazo Castillo. Si es un Aliado de raza Heroe, puedes jugarlo sin pagar su coste; si la carta no es un Heroe, enviala al Cementerio.	Primer Bloque	Helenica	
Alejandro Magno	lootbox_2025	61	61	Aliado	Heroe	3	4	SNOOP	Solo puedes tener un Alejandro Magno en juego. Cuando entra en juego, puedes ganar el control de un Aliado oponente de coste 4 o menos. Ese Aliado se considera de raza Heroe y permanecera bajo tu control hasta que salga del juego.	Primer Bloque	Helenica	1
Hipnos	lootbox_2025	62	62	Aliado	Olimpico	4	4	SNOOP	Cuando entra en juego, puedes jugar un Aliado de coste 3 o menos de tu Mano sin pagar su coste.	Primer Bloque	Helenica	
Dionisio Zagreo	lootbox_2025	63	63	Aliado	Olimpico	2	2	LORETO DIAZ	Cuando entra en juego, puedes descartar una carta de tu Mano para robar una carta. Si la carta descartada es un Aliado de raza Olimpico, puedes robar una carta adicional.	Primer Bloque	Helenica	
Titan Gorila	lootbox_2025	64	64	Aliado	Titan	4	4	DRACO HERRERA	Única. Cuando entra en juego, puedes barajar una carta en juego que no sea Oro en el Mazo Castillo de su dueno. Mientras esté Aliado esté en juego, tu oponente no puede jugar la carta barajada.	Primer Bloque	Helenica	1
Los Titanes	lootbox_2025	65	65	Aliado	Titan	5	5	GOTA	Cuando entra en juego o sea declarado atacante, puedes buscar un Aliado de raza Titan en tu Mazo Castillo o Cementerio y ponlo en tu Mano.	Primer Bloque	Helenica	1
Druida Sanador	lootbox_2025	66	66	Aliado	Defensor	2	3	MARCOS RUIZ	Cuando entra en juego, puedes elegir un Aliado de tu Cementerio y ponerlo en tu Mano. Si ese Aliado es un Druida, puedes barajar hasta 2 cartas de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Hijos de Daana	1
Brian Boru	lootbox_2025	67	67	Aliado	Defensor	2	2	HERALDO ORTEGA	Puede atacar cuando entra en juego. Cuando entra en juego, puedes elegir un Aliado oponente en la Línea de Defensa y moverlo a la Línea de Ataque.	Primer Bloque	Hijos de Daana	
Nuada Brazo de Plata	lootbox_2025	68	68	Aliado	Desafiante	5	3	FRANCISCO GUERRA	Imbloqueable. Puede atacar cuando entra en juego. Cuando hace Daño al Mazo Castillo oponente, debes destruir uno de tus Aliados o botar 3 cartas.	Primer Bloque	Hijos de Daana	1
Mogons	lootbox_2025	69	69	Aliado	Desafiante	4	5	FRANCISCO GUERRA	Puede atacar cuando entra en juego. En tu Fase Final, puedes buscar un Arma en tu Mazo Castillo y jugarla sin pagar su coste.	Primer Bloque	Hijos de Daana	1
Irgoll	lootbox_2025	70	70	Aliado	Sombra	3	3	HERALDO ORTEGA	Cuando entra o sale del juego, busca una carta en el Mazo Castillo oponente y destierrala.	Primer Bloque	Hijos de Daana	
Demonio de Tara	lootbox_2025	71	71	Aliado	Sombra	4	4	SEBA GALLARDO	Imbloqueable. Mientras esté Aliado esté en juego, tu oponente debe declarar ataque con al menos un Aliado cada turno. Mientras esté Aliado esté en juego, si todos los Aliados que controlas son de raza Sombra, los Aliados oponentes pierden 2 a la fuerza.	Primer Bloque	Hijos de Daana	1
Nephre-Ka	lootbox_2025	72	72	Aliado	Faraon	2	2	HANS LOBOS	Cuando entra en juego, puedes desterrar cualquier cantidad de cartas de tu Cementerio para destruir un Aliado oponente del mismo coste.	Primer Bloque	Dominios de Ra	
Amyrteos	lootbox_2025	73	73	Aliado	Faraon	1	2	GOTA	Cuando sale del juego, puedes buscar un Oro en tu Mazo Castillo y ponerlo en tu Reserva de Oros.	Primer Bloque	Dominios de Ra	
Bastet	lootbox_2025	74	74	Aliado	Eterno	3	3	GONZO SNOW	Puede atacar cuando entra en juego. Tus demas Aliados de raza Eterno ganan 1 a la fuerza y pueden atacar cuando entran en juego.	Primer Bloque	Dominios de Ra	1
Shay	lootbox_2025	75	75	Aliado	Eterno	3	3	IKKITOUCH	Solo puedes robar cartas de la parte inferior de tu Mazo Castillo. Una vez por turno, puedes mirar las 3 cartas inferiores de tu Mazo Castillo y ordenarlas. En tu Fase de Vigilia, una vez por turno, puedes pagar 2 Oros o destruir otro Aliado que controles para robar 1 carta y desterrar 1 carta de un Cementerio.	Primer Bloque	Dominios de Ra	1
Osorkhon el Grande	lootbox_2025	76	76	Aliado	Sacerdote	4	4	PICTOR	Imbloqueable. En tu Fase Final, si esté Aliado esta en tu Línea de Ataque, puedes elegir entre agruparlo o robar 1 carta.	Primer Bloque	Dominios de Ra	1
Takelot	lootbox_2025	77	77	Aliado	Sacerdote	2	3	SEBA GALLARDO	Cuando entra en juego, nombra una carta para que esta y todas sus copias pierdan su habilidad mientras esté Aliado esté en juego. En respuesta a que esté Aliado sea destruido o desterrado por una habilidad oponente, puedes pagar 2 Oros para prevenirlo.	Primer Bloque	Dominios de Ra	
Van Helsing	lootbox_2025	78	78	Aliado	Caballero	3	2	SNOOP	Puede atacar cuando entra en juego. Tus demas Aliados de raza Caballero ganan I a la fuerza y no pueden ser barajados.	Primer Bloque	Libre	
Jonathan Harker	lootbox_2025	79	79	Aliado	Heroe	2	2	PICTOR	Puedes destruir esté Aliado para anular un Totem o para robar una carta.	Primer Bloque	Libre	
Renfield	lootbox_2025	80	80	Aliado	Sombra	1	1	MARCOS RUIZ	Cuando entra en juego, puedes buscar un Aliado Dracula en tu Mazo Castillo o Cementerio y ponerlo en tu Mano.	Primer Bloque	Libre	
La Llama Fria	lootbox_2025	81	81	Talisman			5	SNOOP	Solo puedes jugar esté Talismán en tu Fase de Vigilia. Busca un Aliado en tu Mazo Castillo y juegalo sin pagar su coste.	Primer Bloque	Espada Sagrada	1
Dinas Emrys	lootbox_2025	82	82	Totem			3	FRANCISCO GUERRA	Única. En tu Fase de Vigilia, una vez por turno, puedes generar 2 Oros para jugar cartas Totem o para activar habilidades de cartas Totem. Cada vez que juegues un Totem puedes robar una carta.	Primer Bloque	Espada Sagrada	
Ataque Fulminante	lootbox_2025	83	83	Talisman			4	GONZO SNOW	Elige entre barajar dos Aliados oponentes del mismo coste o barajar dos Aliados oponentes de la misma fuerza.	Primer Bloque	Helenica	1
Velas Negras	lootbox_2025	84	84	Talisman			3	NICOLAS VARAS	Destruye un Aliado de coste 3 o más o un Totem de coste 3 o más.	Primer Bloque	Helenica	
Berserk	lootbox_2025	85	85	Talisman			2	MARCOS RUIZ	Elige un Aliado que controles para que duplique su fuerza y sea Imbloqueable hasta la Fase Final. En tu próximo turno, ese Aliado no podrá ser declarado atacante.	Primer Bloque	Hijos de Daana	1
Menhir	lootbox_2025	86	86	Totem			3	SNOOP	En tu Fase Final, si todos los Aliados que controlas son de raza Defensor, puedes robar una carta.	Primer Bloque	Hijos de Daana	
Aliento de Anubis	lootbox_2025	87	87	Talisman			3	PICTOR	Juega un Aliado de tu Cementerio reduciendo su coste en 2 Oros.	Primer Bloque	Dominios de Ra	
Abu Simbel	lootbox_2025	88	88	Totem			2	HANS LOBOS	Cuando entra en juego, puedes barajar una carta de tu Cementerio en tu Mazo Castillo y robar una carta. Puedes destruir esté Totem para prevenir que un Aliado o un Totem que controles sea destruido o barajado por una habilidad oponente.	Primer Bloque	Dominios de Ra	1
Codex Arturicus	lootbox_2025	89	89	Oro				HANS LOBOS	Única. En respuesta a la Fase de Asignación de Daño, puedes desterrar esté Oro para reducir todo el Daño a 0.	Primer Bloque	Espada Sagrada	
Corona del Dia	lootbox_2025	90	90	Oro				LORETO DIAZ	Una vez por turno, cuando un Aliado de raza Olimpico entre en juego bajo tu control, puedes barajar una carta de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Helenica	
Caldero de Corff	lootbox_2025	91	91	Oro				FRANCISCO GUERRA	En tu Fase Final, si atacaste esté turno y tienes 2 o más Aliados de raza Sombra en tu Línea de Ataque, tu oponente destierra la primera carta de su Mazo Castillo.	Primer Bloque	Hijos de Daana	
Latigo y Baston	lootbox_2025	92	92	Oro				HANS LOBOS	Cuando entra en juego, puedes mostrar un Guerrero de tu Mano para barajar 2 cartas de tu Cementerio en tu Mazo Castillo. En tu Fase Final, si controlas Aliados Guerrero, mira la primera carta de tu Mazo Castillo y puedes ponerla al final de tu Mazo Castillo.	Primer Bloque	Dominios de Ra	1
Sarcofago Santuario	lootbox_2025	93	93	Oro				NICOLAS VARAS	Puedes pagar esté Oro para que tus Aliados Dracula ganen 1 a la fuerza hasta la Fase Final. Si esté Oro esta en tu Cementerio, y controlas uno o más Aliados Dracula, puedes subirlo a tu Mano. Solo puedes subir un Sarcofago Santuario a tu Mano por turno.	Primer Bloque	Libre	
Goblin Stone	lootbox_2025	94	94	Totem			3	IKKITOUCH	Cuando entra en juego, puedes buscar un Aliado Goblin en tu Mazo Castillo y ponerlo en tu Mano. Mientras esté Totem esté en juego, tus Aliados de raza Faerie de coste 1 o menos ganan 1 a la fuerza.	Primer Bloque	Espada Sagrada	
Diadema Feerica	lootbox_2025	95	95	Oro				IKKITOUCH	Solo puedes activar una Diadema Feerica por turno. Si controlas 2 o más Aliados de una misma raza, puedes pagar esté Oro para barajar una carta de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Trono Dorado	lootbox_2025	96	96	Oro				NITROX	Si esté Oro esta en tu Reserva de Oros, puedes barajarlo en tu Mazo Castillo para desterrar una carta del Cementerio oponente. Luego, puedes robar una carta.	Primer Bloque	Helenica	
Gea	lootbox_2025	97	97	Aliado	Olimpico	2	3	MARIOLA QUIRLAND	En tu Fase de Vigilia, una vez por turno, cada jugador baraja una carta de su Cementerio en su Mazo Castillo. Luego, tu puedes robar una carta. Si esté Aliado esta en tu Cementerio, puedes barajarlo en tu Mazo Castillo.	Primer Bloque	Helenica	
Arbol de Sangre	lootbox_2025	98	98	Oro				SNOOP	Cuando entra en juego, todos los jugadores botan dos cartas. Luego, baraja una carta de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Hijos de Daana	
Anand	lootbox_2025	99	99	Aliado	Desafiante	2	3	MARIOLA QUIRLAND	En tu Fase de Vigilia, una vez por turno, los jugadores botan 1 carta. Si entre las cartas botadas hay un Oro o un Aliado, puedes robar I carta o barajar 1 carta de tu Cementerio en tu Mazo Castillo. Si esté Aliado esta en tu Cementerio, puedes ponerlo al fondo de tu Mazo Castillo.	Primer Bloque	Hijos de Daana	
Gran Guardian	lootbox_2025	100	100	Talisman			2	CHAMÁN	Única. Cuando juegues esté Talismán, destierralo. Anula una carta oponente de coste 3 o menos que no sea Oro. Luego, puedes desterrar otra carta del Cementerio oponente del mismo tipo que la carta anulada.	Primer Bloque	Dominios de Ra	1
Ataud de Ramses	lootbox_2025	101	101	Oro				NADINNE NEIRA	Si esté Oro esta en tu Reserva de Oros, puedes destruirlo para que un Aliado en juego gane 1 a la fuerza y sea Imbloqueable hasta la Fase Final.	Primer Bloque	Dominios de Ra	
Draco Putrido	lootbox_2025	102	102	Aliado	Dragon	3	3	JOSÉ CANALES	Puede atacar cuando entra en juego. Cuando salga del juego, puedes desterrar un Aliado oponente de coste 4 o menos.	Primer Bloque	Espada Sagrada	
Asterion el Minotauro	lootbox_2025	103	103	Aliado	Titan	2	2	JOSÉ CANALES	Solo puedes tener un Asterion el Minotauro en juego. Indesterrable. Tus Aliados Minotauro ganan 1 a la fuerza.	Primer Bloque	Helenica	
Uaisle Sidhe	lootbox_2025	104	104	Aliado	Desafiante	3	2	JOSÉ CANALES	Si controlas 2 o más cartas Sidhe esté Aliado es Imbloqueable. Una vez por turno, si descartaste 1 o más cartas esté turno, esté Aliado gana 1 a la fuerza hasta la Fase Final.	Primer Bloque	Hijos de Daana	
Guerrero Ptolemaico	lootbox_2025	105	105	Aliado	Faraon	3	3	JOSÉ CANALES	Imbloqueable. Cuando entra en juego, puedes buscar un Aliado Guerrero o un Arma en tu Mazo Castillo y ponerlo en tu Mano.	Primer Bloque	Dominios de Ra	
Toque de Persival	lootbox_2025	106	106	Talisman			1	NITROX	Única. Baraja un Aliado oponente que haya sido declarado atacante o bloqueador esté turno.	Primer Bloque	Espada Sagrada	
Dumbarton	lootbox_2025	107	107	Totem			2	NADINNE NEIRA	Cuando entra en juego, puedes buscar un Totem de coste 3 o menos en tu Mazo Castillo y ponerlo en tu Mano. Puedes destruir esté Totem para generar 1 Oro para jugar Totem o para robar una carta.	Primer Bloque	Espada Sagrada	
Resplandor de Helios	lootbox_2025	108	108	Talisman			1	JOSE HUICHAMAN	Un Aliado en juego gana 3 a la fuerza y no puede ser afectado por Talismanes hasta la Fase Final.	Primer Bloque	Helenica	
Nacimiento de Pegaso	lootbox_2025	109	109	Talisman			1	JUAN VÁSQUEZ	Única. Mira las dos primeras cartas de tu Mazo Castillo. Puedes elegir dejarlas en la parte superior o inferior de tu Mazo Castillo. Luego, roba 2 cartas.	Primer Bloque	Helenica	1
Las Tres Plagas	lootbox_2025	110	110	Talisman			2	GENZO	Destruye un Aliado que controles para desterrar una carta oponente de coste 3 o menos.	Primer Bloque	Hijos de Daana	1
Aplastar Fomor	lootbox_2025	111	111	Talisman			3	PABLO SANTANDER	Cuando juegues esté Talismán, destierralo. Destruye un Aliado y todas sus copias en juego.	Primer Bloque	Hijos de Daana	
